Gene	Module	kME
b4194	UNCLASSIFIED	NA
b4195	UNCLASSIFIED	NA
b4196	UNCLASSIFIED	NA
b4197	UNCLASSIFIED	NA
b4198	UNCLASSIFIED	NA
b4199	UNCLASSIFIED	NA
b4200	UNCLASSIFIED	NA
b4201	P4_I4_M3	0.9
b4202	P1_I7_M3	0.88
b4203	P2_I5_M10	0.9
b4204	UNCLASSIFIED	NA
b4205	UNCLASSIFIED	NA
b4206	UNCLASSIFIED	NA
b4207	UNCLASSIFIED	NA
b4208	UNCLASSIFIED	NA
b4209	UNCLASSIFIED	NA
b4210	P3_I4_M8	0.81
b4211	UNCLASSIFIED	NA
b4212	UNCLASSIFIED	NA
b4213	P1_I7_M5	0.89
b4214	P8_I2_M1	0.86
b4215	UNCLASSIFIED	NA
b4216	P8_I2_M2	0.88
b4217	P2_I5_M11	0.82
b4218	UNCLASSIFIED	NA
b4219	P1_I7_M1	0.81
b4220	P3_I4_M7	0.83
b4221	UNCLASSIFIED	NA
b4222	UNCLASSIFIED	NA
b4224	UNCLASSIFIED	NA
b4225	UNCLASSIFIED	NA
b4226	UNCLASSIFIED	NA
b4227	P1_I7_M8	0.92
b4230	P1_I7_M8	0.87
b4231	UNCLASSIFIED	NA
b4232	UNCLASSIFIED	NA
b4233	UNCLASSIFIED	NA
b4234	P8_I2_M1	0.81
b4235	UNCLASSIFIED	NA
b4236	UNCLASSIFIED	NA
b4237	UNCLASSIFIED	NA
b4238	UNCLASSIFIED	NA
b4239	UNCLASSIFIED	NA
b4240	UNCLASSIFIED	NA
b4241	UNCLASSIFIED	NA
b4242	UNCLASSIFIED	NA
b4243	UNCLASSIFIED	NA
b4244	UNCLASSIFIED	NA
b4245	P4_I4_M1	0.81
b4246	UNCLASSIFIED	NA
b4248	UNCLASSIFIED	NA
b4249	UNCLASSIFIED	NA
b4251	UNCLASSIFIED	NA
b4252	UNCLASSIFIED	NA
b4253	UNCLASSIFIED	NA
b4254	P4_I4_M1	0.96
b4255	UNCLASSIFIED	NA
b4256	UNCLASSIFIED	NA
b4257	UNCLASSIFIED	NA
b4258	P2_I5_M17	0.87
b4259	UNCLASSIFIED	NA
b4260	P3_I4_M7	0.81
b4261	UNCLASSIFIED	NA
b4262	UNCLASSIFIED	NA
b4263	P1_I7_M1	0.91
b4264	UNCLASSIFIED	NA
b4265	UNCLASSIFIED	NA
b4266	P1_I7_M5	0.85
b4267	P7_I4_M1	0.89
b4268	UNCLASSIFIED	NA
b4269	P1_I7_M1	0.96
b4271	UNCLASSIFIED	NA
b4272	UNCLASSIFIED	NA
b4273	UNCLASSIFIED	NA
b4277	UNCLASSIFIED	NA
b4278	UNCLASSIFIED	NA
b4279	UNCLASSIFIED	NA
b4280	UNCLASSIFIED	NA
b4281	UNCLASSIFIED	NA
b4282	UNCLASSIFIED	NA
b4284	UNCLASSIFIED	NA
b4286	UNCLASSIFIED	NA
b4287	UNCLASSIFIED	NA
b4288	UNCLASSIFIED	NA
b4289	UNCLASSIFIED	NA
b4290	UNCLASSIFIED	NA
b4291	UNCLASSIFIED	NA
b4292	P1_I7_M6	0.95
b4293	P1_I7_M6	0.96
b4294	P3_I4_M1	0.85
b4295	UNCLASSIFIED	NA
b4296	UNCLASSIFIED	NA
b4297	P1_I7_M8	0.83
b4298	P1_I7_M8	0.86
b4299	P1_I7_M5	0.81
b4300	UNCLASSIFIED	NA
b4301	UNCLASSIFIED	NA
b4302	UNCLASSIFIED	NA
b4303	UNCLASSIFIED	NA
b4304	UNCLASSIFIED	NA
b4305	P1_I7_M8	0.91
b4306	UNCLASSIFIED	NA
b4307	UNCLASSIFIED	NA
b4308_1	UNCLASSIFIED	NA
b4308_2	UNCLASSIFIED	NA
b4309	P3_I4_M2	0.86
b4310	P1_I7_M1	0.87
b4311	UNCLASSIFIED	NA
b4312	P3_I4_M4	0.84
b4313	UNCLASSIFIED	NA
b4314	UNCLASSIFIED	NA
b4315	UNCLASSIFIED	NA
b4316	UNCLASSIFIED	NA
b4317	UNCLASSIFIED	NA
b4318	UNCLASSIFIED	NA
b4319	UNCLASSIFIED	NA
b4320	UNCLASSIFIED	NA
b4321	P8_I2_M2	0.86
b4322	UNCLASSIFIED	NA
b4323	UNCLASSIFIED	NA
b4324	UNCLASSIFIED	NA
b4325	UNCLASSIFIED	NA
b4326	UNCLASSIFIED	NA
b4327	UNCLASSIFIED	NA
b4328	UNCLASSIFIED	NA
b4329	UNCLASSIFIED	NA
b4330	UNCLASSIFIED	NA
b4331	UNCLASSIFIED	NA
b4332	UNCLASSIFIED	NA
b4333	UNCLASSIFIED	NA
b4334	P1_I7_M2	0.83
b4335	P1_I7_M2	0.88
b4336	P1_I7_M1	0.89
b4337	UNCLASSIFIED	NA
b4339	UNCLASSIFIED	NA
b4340	P3_I4_M8	0.85
b4341	UNCLASSIFIED	NA
b4342	UNCLASSIFIED	NA
b4345	P4_I4_M2	0.9
b4346	UNCLASSIFIED	NA
b4347	UNCLASSIFIED	NA
b4348	P2_I5_M6	0.85
b4349	P2_I5_M7	0.82
b4350	UNCLASSIFIED	NA
b4351	UNCLASSIFIED	NA
b4352	UNCLASSIFIED	NA
b4353	P1_I7_M3	0.92
b4354	UNCLASSIFIED	NA
b4355	P1_I7_M4	0.94
b4356	UNCLASSIFIED	NA
b4357	P1_I7_M5	0.86
b4358	UNCLASSIFIED	NA
b4359	UNCLASSIFIED	NA
b4360	UNCLASSIFIED	NA
b4361	UNCLASSIFIED	NA
b4362	UNCLASSIFIED	NA
b4363	UNCLASSIFIED	NA
b4364	P1_I7_M2	0.88
b4365	UNCLASSIFIED	NA
b4366	UNCLASSIFIED	NA
b4367	P1_I7_M6	0.9
b4371	P1_I7_M9	0.86
b4372	UNCLASSIFIED	NA
b4373	UNCLASSIFIED	NA
b4374	P7_I4_M2	0.89
b4375	P1_I7_M9	0.93
b4376	P1_I7_M1	0.9
b4377	UNCLASSIFIED	NA
b4378	UNCLASSIFIED	NA
b4379	P1_I7_M2	0.91
b4380	P1_I7_M2	0.9
b4381	UNCLASSIFIED	NA
b4382	UNCLASSIFIED	NA
b4383	P2_I5_M1	0.8
b4384	P3_I4_M7	0.82
b4385	UNCLASSIFIED	NA
b4386	UNCLASSIFIED	NA
b4387	UNCLASSIFIED	NA
b4388	P2_I5_M7	0.92
b4389	P2_I5_M7	0.83
b4390	P2_I5_M1	0.87
b4391	UNCLASSIFIED	NA
b4392	P1_I7_M1	0.82
b4393	UNCLASSIFIED	NA
b4394	UNCLASSIFIED	NA
b4395	UNCLASSIFIED	NA
b4396	P7_I4_M3	0.85
b4397	UNCLASSIFIED	NA
b4398	UNCLASSIFIED	NA
b4399	UNCLASSIFIED	NA
b4400	UNCLASSIFIED	NA
b4401	P2_I5_M1	0.84
b4402	UNCLASSIFIED	NA
b4403	UNCLASSIFIED	NA
b4406	P2_I5_M11	0.89
b4407	UNCLASSIFIED	NA
b4409	P1_I7_M3	0.88
b4410	UNCLASSIFIED	NA
b4411	UNCLASSIFIED	NA
b4412	UNCLASSIFIED	NA
b4415	UNCLASSIFIED	NA
b4419	UNCLASSIFIED	NA
b4421	UNCLASSIFIED	NA
b4423	UNCLASSIFIED	NA
b4428	UNCLASSIFIED	NA
b4453	UNCLASSIFIED	NA
b4455	UNCLASSIFIED	NA
b4460	UNCLASSIFIED	NA
b4461	UNCLASSIFIED	NA
b4462	UNCLASSIFIED	NA
b4463	UNCLASSIFIED	NA
b4464	UNCLASSIFIED	NA
b4465	UNCLASSIFIED	NA
b4466	UNCLASSIFIED	NA
b4467	P3_I4_M6	0.93
b4468	P3_I4_M6	0.91
b4469	P1_I7_M9	0.89
b4470	UNCLASSIFIED	NA
b4471	UNCLASSIFIED	NA
b4472	UNCLASSIFIED	NA
b4473	P3_I4_M1	0.87
b4474	UNCLASSIFIED	NA
b4475	P2_I5_M1	0.83
b4476	UNCLASSIFIED	NA
b4477	UNCLASSIFIED	NA
b4478	UNCLASSIFIED	NA
b4479	UNCLASSIFIED	NA
b4480	UNCLASSIFIED	NA
b4481	UNCLASSIFIED	NA
b4482	UNCLASSIFIED	NA
b4483	UNCLASSIFIED	NA
b4484	UNCLASSIFIED	NA
b4485	P1_I7_M8	0.9
b4486	UNCLASSIFIED	NA
b4487	UNCLASSIFIED	NA
b4488_1	UNCLASSIFIED	NA
b4488_2	UNCLASSIFIED	NA
b4490_1	UNCLASSIFIED	NA
b4490_2	P3_I4_M8	0.9
b4491_1	UNCLASSIFIED	NA
b4491_2	UNCLASSIFIED	NA
b4492_1	UNCLASSIFIED	NA
b4492_2	UNCLASSIFIED	NA
b4492_3	UNCLASSIFIED	NA
b4493_1	P2_I5_M5	0.81
b4493_2	UNCLASSIFIED	NA
b4494_1	UNCLASSIFIED	NA
b4494_2	UNCLASSIFIED	NA
b4495_1	UNCLASSIFIED	NA
b4495_2	UNCLASSIFIED	NA
b4495_3	UNCLASSIFIED	NA
b4496_1	UNCLASSIFIED	NA
b4496_2	UNCLASSIFIED	NA
b4497	UNCLASSIFIED	NA
b4498_1	P1_I7_M12	0.87
b4498_2	UNCLASSIFIED	NA
b4499_1	UNCLASSIFIED	NA
b4499_2	UNCLASSIFIED	NA
b4500	UNCLASSIFIED	NA
b4501	P1_I7_M3	0.86
b4502	UNCLASSIFIED	NA
b4503	UNCLASSIFIED	NA
b4504	UNCLASSIFIED	NA
b4505	P1_I7_M3	0.83
b4506	UNCLASSIFIED	NA
b4508	UNCLASSIFIED	NA
b4509	UNCLASSIFIED	NA
b4510	UNCLASSIFIED	NA
b4511	UNCLASSIFIED	NA
b4512	UNCLASSIFIED	NA
b4513	UNCLASSIFIED	NA
b4514	UNCLASSIFIED	NA
b4515	UNCLASSIFIED	NA
b4516	UNCLASSIFIED	NA
b4517	P1_I7_M3	0.9
b4518	UNCLASSIFIED	NA
b4519	UNCLASSIFIED	NA
b4520	UNCLASSIFIED	NA
b4521_1	UNCLASSIFIED	NA
b4521_2	UNCLASSIFIED	NA
b4522	P1_I7_M3	0.84
b4523	P1_I7_M3	0.89
b4524_1	UNCLASSIFIED	NA
b4524_2	UNCLASSIFIED	NA
b4525	UNCLASSIFIED	NA
b4526	UNCLASSIFIED	NA
b4527	UNCLASSIFIED	NA
b4528	UNCLASSIFIED	NA
b4529	UNCLASSIFIED	NA
b4532	UNCLASSIFIED	NA
b4533	UNCLASSIFIED	NA
b4535	UNCLASSIFIED	NA
b4536	P1_I7_M3	0.81
b4537	P2_I5_M2	0.81
b4538	UNCLASSIFIED	NA
b4539	P1_I7_M3	0.9
b4541	UNCLASSIFIED	NA
b4542	P2_I5_M8	0.86
b4543	UNCLASSIFIED	NA
b4544	UNCLASSIFIED	NA
b4545	UNCLASSIFIED	NA
b4546	UNCLASSIFIED	NA
b4547	P1_I7_M3	0.9
b4548	UNCLASSIFIED	NA
b4550	P1_I7_M3	0.84
b4551	UNCLASSIFIED	NA
b4552	UNCLASSIFIED	NA
b4553	UNCLASSIFIED	NA
b4554	UNCLASSIFIED	NA
b4555	UNCLASSIFIED	NA
b4556	UNCLASSIFIED	NA
b4557	UNCLASSIFIED	NA
b4558	P1_I7_M3	0.94
b4559	UNCLASSIFIED	NA
b4561	UNCLASSIFIED	NA
b4565	UNCLASSIFIED	NA
b4566	UNCLASSIFIED	NA
b4567	UNCLASSIFIED	NA
b4568	UNCLASSIFIED	NA
b4569_1	UNCLASSIFIED	NA
b4569_2	UNCLASSIFIED	NA
b4570_1	UNCLASSIFIED	NA
b4570_2	UNCLASSIFIED	NA
b4571_1	UNCLASSIFIED	NA
b4571_2	P3_I4_M4	0.83
b4572	UNCLASSIFIED	NA
b4573_1	UNCLASSIFIED	NA
b4573_2	UNCLASSIFIED	NA
b4573_3	UNCLASSIFIED	NA
b4575_1	UNCLASSIFIED	NA
b4575_2	P6_I3_M2	0.87
b4576	UNCLASSIFIED	NA
b4578	UNCLASSIFIED	NA
b4579_1	UNCLASSIFIED	NA
b4579_2	UNCLASSIFIED	NA
b4580_1	UNCLASSIFIED	NA
b4580_2	UNCLASSIFIED	NA
b4581_1	UNCLASSIFIED	NA
b4581_2	P2_I5_M1	0.83
b4582_1	UNCLASSIFIED	NA
b4582_2	UNCLASSIFIED	NA
b4586	UNCLASSIFIED	NA
b4587_1	UNCLASSIFIED	NA
b4587_2	UNCLASSIFIED	NA
b4588	UNCLASSIFIED	NA
b4589	UNCLASSIFIED	NA
b4590	UNCLASSIFIED	NA
b4592	UNCLASSIFIED	NA
b4593	P2_I5_M8	0.85
b4594	UNCLASSIFIED	NA
b4595	P1_I7_M3	0.93
b4596	P1_I7_M3	0.93
b4598	P2_I5_M8	0.86
b4599	UNCLASSIFIED	NA
b4600_1	UNCLASSIFIED	NA
b4600_2	UNCLASSIFIED	NA
b4601	UNCLASSIFIED	NA
b4602	P1_I7_M3	0.84
b4606	UNCLASSIFIED	NA
b4613	UNCLASSIFIED	NA
b4615_1	UNCLASSIFIED	NA
b4615_2	UNCLASSIFIED	NA
b4618	P2_I5_M8	0.87
b4620	UNCLASSIFIED	NA
b4621	UNCLASSIFIED	NA
b4622	UNCLASSIFIED	NA
b4623_1	UNCLASSIFIED	NA
b4623_2	UNCLASSIFIED	NA
b4626	UNCLASSIFIED	NA
b4627	UNCLASSIFIED	NA
b4628	UNCLASSIFIED	NA
b4630	UNCLASSIFIED	NA
b4631	UNCLASSIFIED	NA
b4632	UNCLASSIFIED	NA
b4633	P1_I7_M3	0.91
b4634	UNCLASSIFIED	NA
b4636	UNCLASSIFIED	NA
b4637	P2_I5_M8	0.94
b4638	UNCLASSIFIED	NA
b4639	UNCLASSIFIED	NA
b4640_1	UNCLASSIFIED	NA
b4640_2	UNCLASSIFIED	NA
b4641	P2_I5_M8	0.85
b4642	UNCLASSIFIED	NA
b4644_1	UNCLASSIFIED	NA
b4644_2	UNCLASSIFIED	NA
b4646_1	UNCLASSIFIED	NA
b4646_2	P1_I7_M3	0.88
b4647	UNCLASSIFIED	NA
b4648	UNCLASSIFIED	NA
b4649	UNCLASSIFIED	NA
b4650	UNCLASSIFIED	NA
b4651_1	UNCLASSIFIED	NA
b4651_2	UNCLASSIFIED	NA
b4652_1	UNCLASSIFIED	NA
b4652_2	UNCLASSIFIED	NA
b4653	UNCLASSIFIED	NA
b4654_1	UNCLASSIFIED	NA
b4654_2	UNCLASSIFIED	NA
b4655	UNCLASSIFIED	NA
b4656	UNCLASSIFIED	NA
b4657	UNCLASSIFIED	NA
b4658_1	P1_I7_M1	0.87
b4658_2	P2_I5_M5	0.83
b4659_1	UNCLASSIFIED	NA
b4659_2	P1_I7_M3	0.85
b4660_1	UNCLASSIFIED	NA
b4660_2	UNCLASSIFIED	NA
b4661	UNCLASSIFIED	NA
b4662	P2_I5_M8	0.88
b4663	P2_I5_M8	0.84
b4664	UNCLASSIFIED	NA
b4665	UNCLASSIFIED	NA
b4666	UNCLASSIFIED	NA
b4667	UNCLASSIFIED	NA
b4668	UNCLASSIFIED	NA
b4669	P2_I5_M8	0.9
b4670	UNCLASSIFIED	NA
b4671	UNCLASSIFIED	NA
b4672	UNCLASSIFIED	NA
b4673	UNCLASSIFIED	NA
b4674	UNCLASSIFIED	NA
b4675	UNCLASSIFIED	NA
b4676	P2_I5_M8	0.92
b4677	UNCLASSIFIED	NA
b4678	UNCLASSIFIED	NA
b4679	UNCLASSIFIED	NA
b4680	UNCLASSIFIED	NA
b4682	UNCLASSIFIED	NA
b4683	UNCLASSIFIED	NA
b4684	UNCLASSIFIED	NA
b4685	UNCLASSIFIED	NA
b4686	P2_I5_M8	0.85
b4687	P2_I5_M8	0.91
b4688	P1_I7_M3	0.86
b4689	UNCLASSIFIED	NA
b4692	UNCLASSIFIED	NA
b4693	UNCLASSIFIED	NA
b4694	UNCLASSIFIED	NA
b4695	UNCLASSIFIED	NA
b4696_1	UNCLASSIFIED	NA
b4696_2	UNCLASSIFIED	NA
b4697	UNCLASSIFIED	NA
b4702	P2_I5_M8	0.92
b4703	UNCLASSIFIED	NA
b4705	UNCLASSIFIED	NA
b4706	UNCLASSIFIED	NA
b4708	UNCLASSIFIED	NA
